Epoch,Content Loss,Train SNR,Valid SNR,Train PSNR,Valid PSNR,Train SSIM,Valid SSIM
40,0.0027278719935566187,21.93868324539878,21.48967113018036,28.270954479063292,28.0165080577817,0.9007484983988504,0.8973559348088451
41,0.002405247651040554,21.02327621416612,20.642717366218566,27.35554741080709,27.16955427525862,0.9018482081231011,0.8984905399276456
42,0.0019426096696406603,21.540035180612044,21.098597836494445,27.87230637161781,27.625434702764625,0.8998127373989725,0.8964635161536523
43,0.0025224671699106693,21.657597227530047,21.22654625892639,27.989868388052606,27.753383185285863,0.9011769760040885,0.8978763055817067
44,0.001956828637048602,21.854704715988852,21.415134420394896,28.186975878113735,27.94197137806835,0.90065283400461,0.8973115857391664
45,0.0017531688790768385,21.964586136557838,21.520933475494385,28.296857309828884,28.047770439534705,0.9012112901092066,0.8979523198051419
46,0.001945837284438312,21.822079927271062,21.38306649684906,28.154351102783632,27.90990340221711,0.9018556058794239,0.8985638501487944
47,0.0022971159778535366,21.697649403051898,21.27085136413574,28.02992060125948,27.79768831730383,0.9020566958846659,0.8987943875888336
48,0.0012193049769848585,21.66021564657038,21.240912313461305,27.992486822470998,27.767749286377434,0.9007793395780669,0.8973059094635227
49,0.0021260958164930344,21.626396775245667,21.205576295852662,27.95866793515701,27.732413184857318,0.9024723791198801,0.8991989177527545
50,0.001436780672520399,21.73613349307667,21.30336175918579,28.068404698412593,27.83019868995481,0.901929184551921,0.8986627151428658
