Epoch,Content Loss,Train SNR,Valid SNR,Train PSNR,Valid PSNR,Train SSIM,Valid SSIM
34,0.002778228372335434,21.939385266737503,21.497488746643068,28.271656513923038,28.02432565765442,0.9003536294547407,0.8972510695511318
35,0.0019939946942031384,21.997602001103488,21.552544026374818,28.32987322554145,28.079380958861183,0.9017699816492064,0.8987561679761397
36,0.0016846382059156895,21.98375033898787,21.541300621032715,28.316021519415653,28.06813757485362,0.9014983300570912,0.8984953840832288
37,0.002285311697050929,21.954867068204013,21.51301802635193,28.287138235897075,28.03985495560739,0.9011912926288852,0.8981670384477547
38,0.0024581209290772676,21.39806525923989,21.00240096092224,27.730336486408575,27.52923792130289,0.9010131222343835,0.8979537842872525
39,0.0014694168930873275,22.015062412348662,21.571429858207704,28.347333578717997,28.098266870153495,0.9021137338970093,0.8990928621141766
40,0.002382570644840598,22.00998108170249,21.567547812461854,28.342252213584043,28.094384765253096,0.9022739290461268,0.8992783561388068
41,0.001284052268601954,21.762519920956006,21.33754608631134,28.094791100165903,27.864382979312932,0.9026433365430088,0.899620330812496
42,0.001350410282611847,21.70724763870239,21.293714900016784,28.039518840449066,27.820551808116644,0.9012469568800492,0.8982597203864902
43,0.0015575273428112268,22.00406959923831,21.56494465351105,28.336340819917563,28.091781573779553,0.9026512742353561,0.8996539740213627
44,0.0021900751162320375,21.94561448097229,21.509800505638122,28.277885680548316,28.036637443098197,0.9032849973671258,0.9003090865246145
45,0.002306931186467409,21.873377912694757,21.441509113311767,28.20564912408311,27.968346025639597,0.9023456445659731,0.8994009457566732
46,0.001719814375974238,21.827300667762756,21.401650314331054,28.15957191557544,27.928487231598012,0.9027889021995341,0.899656825352472
47,0.002210538601502776,21.909362873164092,21.47882909297943,28.24163405103914,28.00566604725087,0.9022073018775171,0.899241341429462
48,0.002100707497447729,21.342289998314598,20.961186552047728,27.674561223110963,27.488023504166836,0.9006060934523753,0.8975689843492914
49,0.0023718595039099455,21.484770653464576,21.07507215499878,27.817041831273926,27.60190903995088,0.9003860564300549,0.8968795672112474
50,0.0013883294304832816,22.065756136720832,21.62116648197174,28.398027346572157,28.14800344533284,0.9020087822010202,0.8987992884551522
